date,crop,market,state,city,price_per_kg,quantity_traded,quality_grade
2023-01-08,Tomato,Azadpur Mandi,Delhi,Delhi,26.97,4260,A
2023-01-08,Tomato,Vashi Market,Maharashtra,Mumbai,28.31,9578,A
2023-01-08,Tomato,Yeshwanthpur,Karnataka,Bangalore,30.44,4566,B
2023-01-08,Tomato,Ludhiana Mandi,Punjab,Ludhiana,27.38,11008,B
2023-01-08,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,25.08,9676,C
2023-01-08,Onion,Azadpur Mandi,Delhi,Delhi,37.70,2302,B
2023-01-08,Onion,Vashi Market,Maharashtra,Mumbai,37.62,8046,B
2023-01-08,Onion,Yeshwanthpur,Karnataka,Bangalore,36.42,5808,A
2023-01-08,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.91,6073,B
2023-01-08,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,37.51,3743,B
2023-01-08,Potato,Azadpur Mandi,Delhi,Delhi,22.88,6860,B
2023-01-08,Potato,Vashi Market,Maharashtra,Mumbai,23.23,6690,A
2023-01-08,Potato,Yeshwanthpur,Karnataka,Bangalore,18.18,5271,C
2023-01-08,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.11,2260,C
2023-01-08,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.43,4390,B
2023-01-08,Wheat,Azadpur Mandi,Delhi,Delhi,26.02,10882,C
2023-01-08,Wheat,Vashi Market,Maharashtra,Mumbai,24.51,3279,B
2023-01-08,Wheat,Yeshwanthpur,Karnataka,Bangalore,22.44,4971,A
2023-01-08,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.89,8549,B
2023-01-08,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,26.03,9793,B
2023-01-08,Rice,Azadpur Mandi,Delhi,Delhi,28.94,6740,C
2023-01-08,Rice,Vashi Market,Maharashtra,Mumbai,29.69,4069,A
2023-01-08,Rice,Yeshwanthpur,Karnataka,Bangalore,28.83,4821,C
2023-01-08,Rice,Ludhiana Mandi,Punjab,Ludhiana,33.50,2757,C
2023-01-08,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,33.17,4467,B
2023-01-08,Cotton,Azadpur Mandi,Delhi,Delhi,60.58,9876,B
2023-01-08,Cotton,Vashi Market,Maharashtra,Mumbai,57.30,4328,A
2023-01-08,Cotton,Yeshwanthpur,Karnataka,Bangalore,54.73,2180,B
2023-01-08,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.44,3095,C
2023-01-08,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,55.43,7010,A
2023-01-08,Soybean,Azadpur Mandi,Delhi,Delhi,44.28,6134,B
2023-01-08,Soybean,Vashi Market,Maharashtra,Mumbai,46.31,10324,C
2023-01-08,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.90,11603,A
2023-01-08,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.43,9143,B
2023-01-08,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,42.36,7532,B
2023-01-09,Tomato,Azadpur Mandi,Delhi,Delhi,25.45,11063,C
2023-01-09,Tomato,Vashi Market,Maharashtra,Mumbai,26.32,5546,A
2023-01-09,Tomato,Yeshwanthpur,Karnataka,Bangalore,26.91,11864,B
2023-01-09,Tomato,Ludhiana Mandi,Punjab,Ludhiana,29.04,9695,A
2023-01-09,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.09,10007,B
2023-01-09,Onion,Azadpur Mandi,Delhi,Delhi,36.42,9324,B
2023-01-09,Onion,Vashi Market,Maharashtra,Mumbai,34.16,4940,A
2023-01-09,Onion,Yeshwanthpur,Karnataka,Bangalore,35.35,8158,B
2023-01-09,Onion,Ludhiana Mandi,Punjab,Ludhiana,34.77,4121,B
2023-01-09,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,32.22,5234,C
2023-01-09,Potato,Azadpur Mandi,Delhi,Delhi,21.84,11339,B
2023-01-09,Potato,Vashi Market,Maharashtra,Mumbai,21.07,6221,A
2023-01-09,Potato,Yeshwanthpur,Karnataka,Bangalore,23.20,5184,A
2023-01-09,Potato,Ludhiana Mandi,Punjab,Ludhiana,23.78,11297,C
2023-01-09,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,23.18,11570,B
2023-01-09,Wheat,Azadpur Mandi,Delhi,Delhi,24.56,10255,C
2023-01-09,Wheat,Vashi Market,Maharashtra,Mumbai,21.31,6132,C
2023-01-09,Wheat,Yeshwanthpur,Karnataka,Bangalore,25.24,11080,B
2023-01-09,Wheat,Ludhiana Mandi,Punjab,Ludhiana,23.74,4142,B
2023-01-09,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,26.75,5868,B
2023-01-09,Rice,Azadpur Mandi,Delhi,Delhi,29.68,3386,A
2023-01-09,Rice,Vashi Market,Maharashtra,Mumbai,29.37,3291,A
2023-01-09,Rice,Yeshwanthpur,Karnataka,Bangalore,33.37,7506,A
2023-01-09,Rice,Ludhiana Mandi,Punjab,Ludhiana,32.80,2599,C
2023-01-09,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,28.68,9233,B
2023-01-09,Cotton,Azadpur Mandi,Delhi,Delhi,59.61,2918,C
2023-01-09,Cotton,Vashi Market,Maharashtra,Mumbai,55.95,3926,A
2023-01-09,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.75,4990,B
2023-01-09,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.47,5784,B
2023-01-09,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,59.90,5243,A
2023-01-09,Soybean,Azadpur Mandi,Delhi,Delhi,46.42,11512,C
2023-01-09,Soybean,Vashi Market,Maharashtra,Mumbai,43.15,10846,A
2023-01-09,Soybean,Yeshwanthpur,Karnataka,Bangalore,46.34,10136,B
2023-01-09,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.76,8440,C
2023-01-09,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.55,10148,B
2023-01-10,Tomato,Azadpur Mandi,Delhi,Delhi,30.25,11956,C
2023-01-10,Tomato,Vashi Market,Maharashtra,Mumbai,27.96,8398,A
2023-01-10,Tomato,Yeshwanthpur,Karnataka,Bangalore,28.10,2372,C
2023-01-10,Tomato,Ludhiana Mandi,Punjab,Ludhiana,30.66,3053,B
2023-01-10,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,29.06,11499,A
2023-01-10,Onion,Azadpur Mandi,Delhi,Delhi,35.37,10871,A
2023-01-10,Onion,Vashi Market,Maharashtra,Mumbai,32.77,2699,B
2023-01-10,Onion,Yeshwanthpur,Karnataka,Bangalore,36.72,6299,C
2023-01-10,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.14,8593,B
2023-01-10,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,37.16,6489,C
2023-01-10,Potato,Azadpur Mandi,Delhi,Delhi,23.37,2233,A
2023-01-10,Potato,Vashi Market,Maharashtra,Mumbai,19.21,6185,B
2023-01-10,Potato,Yeshwanthpur,Karnataka,Bangalore,19.85,8261,B
2023-01-10,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.22,3470,A
2023-01-10,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.74,8938,A
2023-01-10,Wheat,Azadpur Mandi,Delhi,Delhi,25.44,6704,A
2023-01-10,Wheat,Vashi Market,Maharashtra,Mumbai,26.59,2931,C
2023-01-10,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.61,3582,A
2023-01-10,Wheat,Ludhiana Mandi,Punjab,Ludhiana,26.26,7073,A
2023-01-10,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,25.29,5710,C
2023-01-10,Rice,Azadpur Mandi,Delhi,Delhi,28.03,4491,A
2023-01-10,Rice,Vashi Market,Maharashtra,Mumbai,33.60,11271,A
2023-01-10,Rice,Yeshwanthpur,Karnataka,Bangalore,29.95,8316,C
2023-01-10,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.07,2993,B
2023-01-10,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,32.73,4086,B
2023-01-10,Cotton,Azadpur Mandi,Delhi,Delhi,57.09,8571,A
2023-01-10,Cotton,Vashi Market,Maharashtra,Mumbai,54.92,11626,B
2023-01-10,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.86,10565,A
2023-01-10,Cotton,Ludhiana Mandi,Punjab,Ludhiana,60.55,11405,C
2023-01-10,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,59.40,10663,C
2023-01-10,Soybean,Azadpur Mandi,Delhi,Delhi,44.47,4271,B
2023-01-10,Soybean,Vashi Market,Maharashtra,Mumbai,44.31,2394,C
2023-01-10,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.81,2664,C
2023-01-10,Soybean,Ludhiana Mandi,Punjab,Ludhiana,42.00,8052,A
2023-01-10,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.54,7169,A
2023-01-11,Tomato,Azadpur Mandi,Delhi,Delhi,25.68,3347,B
2023-01-11,Tomato,Vashi Market,Maharashtra,Mumbai,28.46,11050,C
2023-01-11,Tomato,Yeshwanthpur,Karnataka,Bangalore,30.37,2689,A
2023-01-11,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.73,8941,A
2023-01-11,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,29.23,2521,B
2023-01-11,Onion,Azadpur Mandi,Delhi,Delhi,36.04,11052,A
2023-01-11,Onion,Vashi Market,Maharashtra,Mumbai,33.91,2500,C
2023-01-11,Onion,Yeshwanthpur,Karnataka,Bangalore,35.59,2865,A
2023-01-11,Onion,Ludhiana Mandi,Punjab,Ludhiana,34.59,11983,B
2023-01-11,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,33.78,4952,A
2023-01-11,Potato,Azadpur Mandi,Delhi,Delhi,20.59,7495,B
2023-01-11,Potato,Vashi Market,Maharashtra,Mumbai,23.71,2721,B
2023-01-11,Potato,Yeshwanthpur,Karnataka,Bangalore,20.99,10691,A
2023-01-11,Potato,Ludhiana Mandi,Punjab,Ludhiana,19.53,7092,B
2023-01-11,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,18.41,10123,B
2023-01-11,Wheat,Azadpur Mandi,Delhi,Delhi,23.14,4332,B
2023-01-11,Wheat,Vashi Market,Maharashtra,Mumbai,22.92,6631,C
2023-01-11,Wheat,Yeshwanthpur,Karnataka,Bangalore,25.40,2561,B
2023-01-11,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.47,10638,A
2023-01-11,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,22.28,4399,A
2023-01-11,Rice,Azadpur Mandi,Delhi,Delhi,30.08,4202,A
2023-01-11,Rice,Vashi Market,Maharashtra,Mumbai,32.56,10229,B
2023-01-11,Rice,Yeshwanthpur,Karnataka,Bangalore,31.64,3678,C
2023-01-11,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.80,7165,A
2023-01-11,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,33.70,8705,A
2023-01-11,Cotton,Azadpur Mandi,Delhi,Delhi,60.77,7772,C
2023-01-11,Cotton,Vashi Market,Maharashtra,Mumbai,59.15,8192,C
2023-01-11,Cotton,Yeshwanthpur,Karnataka,Bangalore,59.71,6994,B
2023-01-11,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.84,7920,A
2023-01-11,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,59.37,6616,B
2023-01-11,Soybean,Azadpur Mandi,Delhi,Delhi,42.35,5206,B
2023-01-11,Soybean,Vashi Market,Maharashtra,Mumbai,45.77,9035,B
2023-01-11,Soybean,Yeshwanthpur,Karnataka,Bangalore,44.31,6167,C
2023-01-11,Soybean,Ludhiana Mandi,Punjab,Ludhiana,43.70,11357,C
2023-01-11,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,46.03,10781,B
2023-01-12,Tomato,Azadpur Mandi,Delhi,Delhi,28.66,8120,A
2023-01-12,Tomato,Vashi Market,Maharashtra,Mumbai,28.60,10038,B
2023-01-12,Tomato,Yeshwanthpur,Karnataka,Bangalore,26.80,3128,B
2023-01-12,Tomato,Ludhiana Mandi,Punjab,Ludhiana,27.47,8738,C
2023-01-12,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.23,8159,B
2023-01-12,Onion,Azadpur Mandi,Delhi,Delhi,32.52,11947,C
2023-01-12,Onion,Vashi Market,Maharashtra,Mumbai,32.74,8038,C
2023-01-12,Onion,Yeshwanthpur,Karnataka,Bangalore,35.83,6282,B
2023-01-12,Onion,Ludhiana Mandi,Punjab,Ludhiana,33.14,2223,A
2023-01-12,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.07,5558,B
2023-01-12,Potato,Azadpur Mandi,Delhi,Delhi,22.26,3523,A
2023-01-12,Potato,Vashi Market,Maharashtra,Mumbai,20.79,5513,B
2023-01-12,Potato,Yeshwanthpur,Karnataka,Bangalore,19.98,3777,B
2023-01-12,Potato,Ludhiana Mandi,Punjab,Ludhiana,23.21,9384,A
2023-01-12,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,23.46,10303,A
2023-01-12,Wheat,Azadpur Mandi,Delhi,Delhi,23.98,6001,B
2023-01-12,Wheat,Vashi Market,Maharashtra,Mumbai,22.36,6684,B
2023-01-12,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.43,3625,B
2023-01-12,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.16,9744,A
2023-01-12,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,25.90,4274,C
2023-01-12,Rice,Azadpur Mandi,Delhi,Delhi,29.63,11020,A
2023-01-12,Rice,Vashi Market,Maharashtra,Mumbai,33.49,3858,C
2023-01-12,Rice,Yeshwanthpur,Karnataka,Bangalore,32.38,9687,C
2023-01-12,Rice,Ludhiana Mandi,Punjab,Ludhiana,32.49,2525,A
2023-01-12,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,32.01,3419,C
2023-01-12,Cotton,Azadpur Mandi,Delhi,Delhi,59.25,10224,C
2023-01-12,Cotton,Vashi Market,Maharashtra,Mumbai,58.46,5485,C
2023-01-12,Cotton,Yeshwanthpur,Karnataka,Bangalore,56.95,2486,B
2023-01-12,Cotton,Ludhiana Mandi,Punjab,Ludhiana,55.18,9671,A
2023-01-12,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.52,11635,C
2023-01-12,Soybean,Azadpur Mandi,Delhi,Delhi,45.98,9752,C
2023-01-12,Soybean,Vashi Market,Maharashtra,Mumbai,43.73,6383,A
2023-01-12,Soybean,Yeshwanthpur,Karnataka,Bangalore,44.85,7239,C
2023-01-12,Soybean,Ludhiana Mandi,Punjab,Ludhiana,43.53,5603,B
2023-01-12,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.44,5223,A
2023-01-13,Tomato,Azadpur Mandi,Delhi,Delhi,27.72,4020,C
2023-01-13,Tomato,Vashi Market,Maharashtra,Mumbai,30.90,10222,C
2023-01-13,Tomato,Yeshwanthpur,Karnataka,Bangalore,29.95,8699,A
2023-01-13,Tomato,Ludhiana Mandi,Punjab,Ludhiana,29.36,6777,C
2023-01-13,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.93,7055,A
2023-01-13,Onion,Azadpur Mandi,Delhi,Delhi,36.27,2691,B
2023-01-13,Onion,Vashi Market,Maharashtra,Mumbai,33.18,4952,B
2023-01-13,Onion,Yeshwanthpur,Karnataka,Bangalore,32.20,4626,A
2023-01-13,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.69,11640,A
2023-01-13,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,35.66,11253,A
2023-01-13,Potato,Azadpur Mandi,Delhi,Delhi,20.43,2907,B
2023-01-13,Potato,Vashi Market,Maharashtra,Mumbai,24.05,4750,A
2023-01-13,Potato,Yeshwanthpur,Karnataka,Bangalore,19.18,10511,C
2023-01-13,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.22,8390,B
2023-01-13,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.77,2055,B
2023-01-13,Wheat,Azadpur Mandi,Delhi,Delhi,26.44,10518,C
2023-01-13,Wheat,Vashi Market,Maharashtra,Mumbai,26.53,3717,B
2023-01-13,Wheat,Yeshwanthpur,Karnataka,Bangalore,25.69,2794,C
2023-01-13,Wheat,Ludhiana Mandi,Punjab,Ludhiana,21.78,8634,B
2023-01-13,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,25.06,11410,A
2023-01-13,Rice,Azadpur Mandi,Delhi,Delhi,29.58,11013,A
2023-01-13,Rice,Vashi Market,Maharashtra,Mumbai,31.57,6029,C
2023-01-13,Rice,Yeshwanthpur,Karnataka,Bangalore,33.76,5897,C
2023-01-13,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.68,9735,A
2023-01-13,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,30.40,10410,B
2023-01-13,Cotton,Azadpur Mandi,Delhi,Delhi,56.75,4368,A
2023-01-13,Cotton,Vashi Market,Maharashtra,Mumbai,55.30,4073,C
2023-01-13,Cotton,Yeshwanthpur,Karnataka,Bangalore,59.22,8309,C
2023-01-13,Cotton,Ludhiana Mandi,Punjab,Ludhiana,55.65,11719,A
2023-01-13,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,60.18,8832,B
2023-01-13,Soybean,Azadpur Mandi,Delhi,Delhi,45.57,8776,C
2023-01-13,Soybean,Vashi Market,Maharashtra,Mumbai,44.47,6148,B
2023-01-13,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.28,9358,A
2023-01-13,Soybean,Ludhiana Mandi,Punjab,Ludhiana,48.09,4345,C
2023-01-13,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,43.25,2051,B
2023-01-14,Tomato,Azadpur Mandi,Delhi,Delhi,29.36,4002,C
2023-01-14,Tomato,Vashi Market,Maharashtra,Mumbai,27.99,2342,A
2023-01-14,Tomato,Yeshwanthpur,Karnataka,Bangalore,29.23,10848,C
2023-01-14,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.57,7420,C
2023-01-14,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.41,6607,A
2023-01-14,Onion,Azadpur Mandi,Delhi,Delhi,34.92,8123,A
2023-01-14,Onion,Vashi Market,Maharashtra,Mumbai,35.74,8844,A
2023-01-14,Onion,Yeshwanthpur,Karnataka,Bangalore,35.12,4395,B
2023-01-14,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.82,11265,B
2023-01-14,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,37.01,10546,A
2023-01-14,Potato,Azadpur Mandi,Delhi,Delhi,21.92,11740,B
2023-01-14,Potato,Vashi Market,Maharashtra,Mumbai,19.37,8337,C
2023-01-14,Potato,Yeshwanthpur,Karnataka,Bangalore,21.97,3839,C
2023-01-14,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.66,2719,C
2023-01-14,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,23.21,3989,C
2023-01-14,Wheat,Azadpur Mandi,Delhi,Delhi,21.41,2726,B
2023-01-14,Wheat,Vashi Market,Maharashtra,Mumbai,23.48,6786,B
2023-01-14,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.83,9238,C
2023-01-14,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.96,3024,C
2023-01-14,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,22.47,3196,C
2023-01-14,Rice,Azadpur Mandi,Delhi,Delhi,30.50,11221,A
2023-01-14,Rice,Vashi Market,Maharashtra,Mumbai,33.02,10018,B
2023-01-14,Rice,Yeshwanthpur,Karnataka,Bangalore,29.51,5936,C
2023-01-14,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.49,3822,C
2023-01-14,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,31.02,6719,C
2023-01-14,Cotton,Azadpur Mandi,Delhi,Delhi,55.33,8624,A
2023-01-14,Cotton,Vashi Market,Maharashtra,Mumbai,55.45,5096,A
2023-01-14,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.71,7230,C
2023-01-14,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.56,4502,B
2023-01-14,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,58.58,8099,B
2023-01-14,Soybean,Azadpur Mandi,Delhi,Delhi,44.85,5030,A
2023-01-14,Soybean,Vashi Market,Maharashtra,Mumbai,47.83,7069,B
2023-01-14,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.99,9504,B
2023-01-14,Soybean,Ludhiana Mandi,Punjab,Ludhiana,44.35,2207,A
2023-01-14,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.63,8443,A
2023-01-15,Tomato,Azadpur Mandi,Delhi,Delhi,25.98,5512,C
2023-01-15,Tomato,Vashi Market,Maharashtra,Mumbai,28.38,7031,A
2023-01-15,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.39,9770,C
2023-01-15,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.37,8920,C
2023-01-15,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,26.89,11036,B
2023-01-15,Onion,Azadpur Mandi,Delhi,Delhi,36.24,8772,C
2023-01-15,Onion,Vashi Market,Maharashtra,Mumbai,33.56,5876,C
2023-01-15,Onion,Yeshwanthpur,Karnataka,Bangalore,37.49,6690,B
2023-01-15,Onion,Ludhiana Mandi,Punjab,Ludhiana,37.64,6856,C
2023-01-15,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,32.66,4575,A
2023-01-15,Potato,Azadpur Mandi,Delhi,Delhi,18.58,10827,C
2023-01-15,Potato,Vashi Market,Maharashtra,Mumbai,20.32,7879,A
2023-01-15,Potato,Yeshwanthpur,Karnataka,Bangalore,22.68,6199,C
2023-01-15,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.07,3275,A
2023-01-15,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.72,11997,B
2023-01-15,Wheat,Azadpur Mandi,Delhi,Delhi,23.22,3910,A
2023-01-15,Wheat,Vashi Market,Maharashtra,Mumbai,22.67,5723,C
2023-01-15,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.89,7495,A
2023-01-15,Wheat,Ludhiana Mandi,Punjab,Ludhiana,24.09,8106,B
2023-01-15,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,26.17,6002,B
2023-01-15,Rice,Azadpur Mandi,Delhi,Delhi,29.32,3704,A
2023-01-15,Rice,Vashi Market,Maharashtra,Mumbai,30.90,11381,B
2023-01-15,Rice,Yeshwanthpur,Karnataka,Bangalore,29.63,8167,C
2023-01-15,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.44,2155,C
2023-01-15,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,28.85,4944,B
2023-01-15,Cotton,Azadpur Mandi,Delhi,Delhi,59.82,7533,B
2023-01-15,Cotton,Vashi Market,Maharashtra,Mumbai,59.55,5963,B
2023-01-15,Cotton,Yeshwanthpur,Karnataka,Bangalore,56.79,6568,B
2023-01-15,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.33,6173,A
2023-01-15,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.62,3619,A
2023-01-15,Soybean,Azadpur Mandi,Delhi,Delhi,44.25,11053,A
2023-01-15,Soybean,Vashi Market,Maharashtra,Mumbai,46.50,10571,A
2023-01-15,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.69,3465,B
2023-01-15,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.16,3615,C
2023-01-15,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,46.37,9004,B
2023-01-16,Tomato,Azadpur Mandi,Delhi,Delhi,26.31,8012,A
2023-01-16,Tomato,Vashi Market,Maharashtra,Mumbai,29.08,3484,B
2023-01-16,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.51,5898,B
2023-01-16,Tomato,Ludhiana Mandi,Punjab,Ludhiana,26.64,6366,B
2023-01-16,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.49,9720,B
2023-01-16,Onion,Azadpur Mandi,Delhi,Delhi,37.33,10430,C
2023-01-16,Onion,Vashi Market,Maharashtra,Mumbai,32.92,11466,B
2023-01-16,Onion,Yeshwanthpur,Karnataka,Bangalore,37.74,9317,A
2023-01-16,Onion,Ludhiana Mandi,Punjab,Ludhiana,33.86,8834,B
2023-01-16,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.05,11552,A
2023-01-16,Potato,Azadpur Mandi,Delhi,Delhi,19.73,9918,C
2023-01-16,Potato,Vashi Market,Maharashtra,Mumbai,19.61,10686,A
2023-01-16,Potato,Yeshwanthpur,Karnataka,Bangalore,19.70,11452,A
2023-01-16,Potato,Ludhiana Mandi,Punjab,Ludhiana,19.19,8984,C
2023-01-16,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.75,2435,C
2023-01-16,Wheat,Azadpur Mandi,Delhi,Delhi,27.13,4397,B
2023-01-16,Wheat,Vashi Market,Maharashtra,Mumbai,24.36,7830,A
2023-01-16,Wheat,Yeshwanthpur,Karnataka,Bangalore,27.26,7120,C
2023-01-16,Wheat,Ludhiana Mandi,Punjab,Ludhiana,24.14,2978,B
2023-01-16,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,25.23,8477,C
2023-01-16,Rice,Azadpur Mandi,Delhi,Delhi,28.74,8457,B
2023-01-16,Rice,Vashi Market,Maharashtra,Mumbai,33.58,5147,B
2023-01-16,Rice,Yeshwanthpur,Karnataka,Bangalore,32.80,10175,B
2023-01-16,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.46,6391,C
2023-01-16,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,33.74,2336,C
2023-01-16,Cotton,Azadpur Mandi,Delhi,Delhi,58.66,11015,B
2023-01-16,Cotton,Vashi Market,Maharashtra,Mumbai,60.79,2243,B
2023-01-16,Cotton,Yeshwanthpur,Karnataka,Bangalore,59.99,3837,B
2023-01-16,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.44,3379,B
2023-01-16,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,56.97,11023,B
2023-01-16,Soybean,Azadpur Mandi,Delhi,Delhi,45.38,6955,B
2023-01-16,Soybean,Vashi Market,Maharashtra,Mumbai,44.31,4274,A
2023-01-16,Soybean,Yeshwanthpur,Karnataka,Bangalore,45.40,3043,B
2023-01-16,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.80,5070,B
2023-01-16,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,46.84,9532,C
2023-01-17,Tomato,Azadpur Mandi,Delhi,Delhi,27.56,11481,B
2023-01-17,Tomato,Vashi Market,Maharashtra,Mumbai,28.49,4619,C
2023-01-17,Tomato,Yeshwanthpur,Karnataka,Bangalore,31.12,4795,B
2023-01-17,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.72,5761,C
2023-01-17,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,31.11,11738,B
2023-01-17,Onion,Azadpur Mandi,Delhi,Delhi,35.04,11790,C
2023-01-17,Onion,Vashi Market,Maharashtra,Mumbai,38.22,6688,A
2023-01-17,Onion,Yeshwanthpur,Karnataka,Bangalore,34.26,2929,A
2023-01-17,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.28,2524,A
2023-01-17,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,37.55,2810,C
2023-01-17,Potato,Azadpur Mandi,Delhi,Delhi,19.07,9350,B
